component,variance,explained_variance_ratio,cumulative_ratio
43,0.3363096908310074,0.0033602943275531484,0.8724733661139997
44,0.3281606548288684,0.0032788718761651097,0.8757522379901649
45,0.3253025714123458,0.003250314859361688,0.8790025528495266
46,0.32056159598622297,0.0032029446132290106,0.8822054974627556
47,0.318612170864246,0.0031834666072185903,0.8853889640699741
48,0.31365563180873857,0.003133942521155646,0.8885229065911298
49,0.30797739456032386,0.0030772074673152353,0.891600114058445
50,0.3056320509533992,0.0030537735757760463,0.894653887634221
51,0.30176545430736085,0.00301513983095438,0.8976690274651754
52,0.2980705451079763,0.0029782215298705295,0.9006472489950459
53,0.2939465441616468,0.002937015887081787,0.9035842648821277
54,0.29243866343843655,0.002921949645522378,0.9065062145276501
55,0.28694433150620113,0.002867052112299459,0.9093732666399496
56,0.2839171256096888,0.00283680528005014,0.9122100719199997
57,0.28276754414540256,0.0028253190452528134,0.9150353909652525
58,0.27672657943410334,0.0027649597395124153,0.917800350704765
59,0.27356621999673497,0.0027333824814673763,0.9205337331862323
60,0.2712237275920995,0.0027099770781910605,0.9232437102644234
61,0.2644514395097177,0.0026423106331012625,0.9258860208975247
62,0.2630695361410351,0.002628503115275842,0.9285145240128005
63,0.258911884868988,0.0025869612496493043,0.9311014852624498
64,0.2543713487034254,0.0025415937257950586,0.933643078988245
65,0.25181146102258284,0.002516016181383973,0.9361590951696289
66,0.24689697064711733,0.00246691223171578,0.9386260074013447
67,0.24234122047980233,0.002421392694627358,0.9410474000959721
68,0.24046211657861263,0.0024026173148146376,0.9434500174107867
69,0.238130029907119,0.002379315882155297,0.945829333292942
70,0.23107114931081885,0.0023087859001972647,0.9481381191931393
71,0.22662807893259615,0.0022643922220015227,0.9504025114151408
72,0.22539269411804325,0.0022520486687294485,0.9526545600838702
73,0.2207641725694069,0.00220580202425599,0.9548603621081262
74,0.21825579138973686,0.002180739115635787,0.957041101223762
75,0.2141429088004548,0.0021396445637645437,0.9591807457875265
76,0.20912392356736165,0.0020894965363105547,0.9612702423238371
77,0.20787330930110862,0.0020770008154335764,0.9633472431392707
78,0.20415001498624802,0.0020397988997375945,0.9653870420390083
79,0.20244904171336908,0.002022803341786079,0.9674098453807943
80,0.1984731443265476,0.001983077500396088,0.9693929228811904
81,0.1978228640601897,0.0019765801167347286,0.9713695029979251
82,0.1954713673584224,0.0019530847455229035,0.973322587743448
83,0.19141047132929298,0.001912509626031852,0.9752350973694799
84,0.1871821794191582,0.001870261942696422,0.9771053593121763
85,0.18469990441797488,0.0018454598783095987,0.978950819190486
86,0.17877542937131966,0.0017862644984684352,0.9807370836889544
87,0.17337407497496415,0.0017322959657915164,0.9824693796547459
88,0.1690702878015581,0.0016892939589505677,0.9841586736136965
89,0.16562578036817216,0.0016548775888453199,0.9858135512025418
90,0.16429867454884742,0.0016416175898672336,0.987455168792409
91,0.15803241420627187,0.001579007205277666,0.9890341759976867
92,0.1535866878996656,0.0015345869899308251,0.9905687629876175
93,0.1469176893763029,0.0014679525796848928,0.9920367155673024
94,0.138954691196837,0.0013883889562083963,0.9934251045235108
95,0.137379568724073,0.0013726508575013625,0.9947977553810122
96,0.1313700386678515,0.0013126056363562827,0.9961103610173685
97,0.12712066779060616,0.0012701473390078063,0.9973805083563763
98,0.10448109843637153,0.001043940308543412,0.9984244486649196
99,0.09554314889889434,0.0009546352960814524,0.9993790839610011
100,0.06214339005829807,0.0006209160389991614,1.0000000000000002
