bin_id,start_time_s,end_time_s,label_time_s,x_cm,y_cm,arm,arm_fraction,is_transition
109,54.5,55,54.74,-0.302396060956,19.7170179154,north_closed,1,False
110,55,55.5,55.24,-0.00419184174336,22.9416330917,north_closed,1,False
111,55.5,56,55.74,0,22.985448687,north_closed,1,False
112,56,56.5,56.24,0,22.985448687,north_closed,1,False
113,56.5,57,56.74,0,22.985448687,north_closed,1,False
114,57,57.5,57.24,0,22.985448687,north_closed,1,False
115,57.5,58,57.74,0.0853057774265,22.0915657746,north_closed,1,False
116,58,58.5,58.24,0.503435470443,17.1126480252,north_closed,1,False
117,58.5,59,58.74,0.686132164256,10.0352822217,north_closed,1,False
118,59,59.5,59.24,0.320736817222,3.4825284318,north_closed,0.6,True
119,59.5,60,59.74,0.00740924049768,0.0774467228462,center,1,False
120,60,60.5,60.24,0,0,center,1,False
121,60.5,61,60.74,0,0,center,1,False
122,61,61.5,61.24,0.024554481844,-0.728076972052,center,1,False
123,61.5,62,61.74,0.152173069937,-4.86963557393,south_closed,0.88,True
124,62,62.5,62.24,0.242273716482,-11.0121949869,south_closed,1,False
125,62.5,63,62.74,0.163532614819,-17.2317159696,south_closed,1,False
126,63,63.5,63.24,0.031680396593,-21.6041592804,south_closed,1,False
127,63.5,64,63.74,0,-22.5446091386,south_closed,1,False
128,64,64.5,64.24,0,-22.5446091386,south_closed,1,False
129,64.5,65,64.74,0,-22.5446091386,south_closed,1,False
130,65,65.5,65.24,-0.000134506468273,-22.54062766,south_closed,1,False
131,65.5,66,65.74,-0.0778073068912,-20.1999697881,south_closed,1,False
132,66,66.5,66.24,-0.212796702229,-14.8578106996,south_closed,1,False
133,66.5,67,66.74,-0.223770930624,-8.43818963584,south_closed,1,False
134,67,67.5,67.24,-0.0942421823011,-2.86514583832,center,0.52,True
135,67.5,68,67.74,-0.00211879667598,-0.0627185485002,center,1,False
136,68,68.5,68.24,0.00156289391298,9.60349738065e-05,center,1,False
137,68.5,69,68.74,0.977317163345,0.0599134609895,center,1,False
138,69,69.5,69.24,3.45562873667,0.206214114621,east_open,0.64,True
139,69.5,70,69.74,6.99715337298,0.380474124615,east_open,1,False
140,70,70.5,70.24,11.1625468314,0.495852945696,east_open,1,False
141,70.5,71,70.74,15.512464871,0.484830837405,east_open,1,False
142,71,71.5,71.24,19.6075632508,0.354171397575,east_open,1,False
143,71.5,72,71.74,23.00849773,0.178959352515,east_open,1,False
144,72,72.5,72.24,25.2759240677,0.0435008033318,east_open,1,False
145,72.5,73,72.74,25.9847327764,0,east_open,1,False
146,73,73.5,73.24,25.9847327764,0,east_open,1,False
147,73.5,74,73.74,25.7301075997,-0.0156434547495,east_open,1,False
148,74,74.5,74.24,23.9782956631,-0.122083705154,east_open,1,False
149,74.5,75,74.74,20.9348116583,-0.291379931953,east_open,1,False
150,75,75.5,75.24,17.0389998261,-0.44861700626,east_open,1,False
151,75.5,76,75.74,12.7302044075,-0.507984101129,east_open,1,False
152,76,76.5,76.24,8.44776964334,-0.433432976732,east_open,1,False
153,76.5,77,76.74,4.63103977452,-0.269926490445,east_open,1,False
154,77,77.5,77.24,1.71935904197,-0.104890040503,center,1,False
155,77.5,78,77.74,0.152071686585,-0.00934380614846,center,1,False
156,78,78.5,78.24,0,0,center,1,False
157,78.5,79,78.74,0,0,center,1,False
158,79,79.5,79.24,0.0653418055215,-0.557912094045,center,1,False
159,79.5,80,79.74,0.288349039171,-2.49106555168,center,0.68,True
160,80,80.5,80.24,0.605747922028,-5.49165286272,south_closed,1,False
161,80.5,81,80.74,0.907902082951,-9.23021913413,south_closed,1,False
162,81,81.5,81.24,1.0674493271,-13.3773094729,south_closed,1,False
163,81.5,82,81.74,1.0090155278,-17.603468986,south_closed,1,False
164,82,82.5,82.24,0.760815024445,-21.5792427804,south_closed,1,False
165,82.5,83,82.74,0.43465019904,-24.975175963,south_closed,1,False
166,83,83.5,83.24,0.155523507564,-27.461813641,south_closed,1,False
167,83.5,84,83.74,0.00983107532951,-28.7097009211,south_closed,1,False
168,84,84.5,84.24,0,-28.793591558,south_closed,1,False
169,84.5,85,84.74,0,-28.793591558,south_closed,1,False
170,85,85.5,85.24,0,-28.793591558,south_closed,1,False
171,85.5,86,85.74,-0.0384731901827,-28.4652260625,south_closed,1,False
172,86,86.5,86.24,-0.233498072235,-26.7850939627,south_closed,1,False
173,86.5,87,86.74,-0.539378500184,-23.9716370309,south_closed,1,False
174,87,87.5,87.24,-0.855057843639,-20.3543101601,south_closed,1,False
175,87.5,88,87.74,-1.05190862719,-16.2625682434,south_closed,1,False
176,88,88.5,88.24,-1.0383491325,-12.0258661737,south_closed,1,False
177,88.5,89,88.74,-0.820945468333,-7.97365884411,south_closed,1,False
178,89,89.5,89.24,-0.499736090085,-4.43540114766,south_closed,1,False
179,89.5,90,89.74,-0.202752404661,-1.74054797735,center,1,False
180,90,90.5,90.24,-0.0256101219329,-0.218554226208,center,1,False
181,90.5,91,90.74,0,0,center,1,False
182,91,91.5,91.24,0.00423498121117,0.30194088448,center,1,False
183,91.5,92,91.74,0.0451137437679,3.29673498327,north_closed,0.56,True
184,92,92.5,92.24,0.100636214689,8.50685622362,north_closed,1,False
185,92.5,93,92.74,0.118762676111,14.7015673047,north_closed,1,False
186,93,93.5,93.24,0.0799418705263,20.6501309256,north_closed,1,False
187,93.5,94,93.74,0.0245726733602,25.1218097854,north_closed,1,False
188,94,94.5,94.24,1.47029570211e-17,26.8858665833,north_closed,1,False
189,94.5,95,94.74,0,26.8858665833,north_closed,1,False
190,95,95.5,95.24,-0.00155138657078,26.7752774524,north_closed,1,False
191,95.5,96,95.74,-0.0364074850191,24.2491481178,north_closed,1,False
192,96,96.5,96.24,-0.0929261970745,19.3107736735,north_closed,1,False
193,96.5,97,96.74,-0.120006692117,13.1908914203,north_closed,1,False
194,97,97.5,97.24,-0.0887565383219,7.12023865917,north_closed,1,False
195,97.5,98,97.74,-0.0322786695945,2.32955269095,center,0.68,True
196,98,98.5,98.24,-0.000695413814128,0.049570816513,center,1,False
197,98.5,99,98.74,-0.000566612682826,-0.00316925248426,center,1,False
198,99,99.5,99.24,-0.331300397634,-1.88050579435,center,0.8,True
199,99.5,100,99.74,-0.942927598171,-6.22776710238,south_closed,1,False
200,100,100.5,100.24,-1.09667474337,-11.5920562553,south_closed,1,False
201,100.5,101,100.74,-0.579840093032,-16.5204763318,south_closed,1,False
202,101,101.5,101.24,-0.0651716282221,-19.5601304107,south_closed,1,False
203,101.5,102,101.74,0,-19.924857905,south_closed,1,False
204,102,102.5,102.24,0,-19.924857905,south_closed,1,False
205,102.5,103,102.74,0.00225536644937,-19.9122428854,south_closed,1,False
206,103,103.5,103.24,0.354499625098,-17.908213732,south_closed,1,False
207,103.5,104,103.74,0.96276070935,-13.4923756893,south_closed,1,False
208,104,104.5,104.24,1.08626916017,-8.11762567851,south_closed,1,False
209,104.5,105,104.74,0.55390283491,-3.236860621,south_closed,0.56,True
210,105,105.5,105.24,0.0541470205126,-0.302977437982,center,1,False
211,105.5,106,105.74,0,0,center,1,False
212,106,106.5,106.24,0,0,center,1,False
213,106.5,107,106.74,-0.00687127883968,0.0320182414043,center,1,False
214,107,107.5,107.24,-0.230645575637,1.07722104327,center,1,False
215,107.5,108,107.74,-0.706450572912,3.36711202538,north_closed,0.64,True
216,108,108.5,108.24,-1.29504170756,6.5873759907,north_closed,1,False
217,108.5,109,108.74,-1.78484658314,10.4236977422,north_closed,1,False
218,109,109.5,109.24,-1.96626428187,14.5617620829,north_closed,1,False
219,109.5,110,109.74,-1.75471953411,18.6872538156,north_closed,1,False
220,110,110.5,110.24,-1.2484843696,22.4858577435,north_closed,1,False
221,110.5,111,110.74,-0.661867529256,25.6432586694,north_closed,1,False
222,111,111.5,111.24,-0.202151884482,27.8451413964,north_closed,1,False
223,111.5,112,111.74,-0.00248661588065,28.7771907273,north_closed,1,False
224,112,112.5,112.24,0,28.7887776427,north_closed,1,False
225,112.5,113,112.74,0,28.7887776427,north_closed,1,False
226,113,113.5,113.24,0,28.7887776427,north_closed,1,False
227,113.5,114,113.74,0,28.7887776427,north_closed,1,False
228,114,114.5,114.24,0.00440913582493,28.7682323251,north_closed,1,False
229,114.5,115,114.74,0.2161899358,27.7793548065,north_closed,1,False
230,115,115.5,115.24,0.684057283839,25.5332164999,north_closed,1,False
231,115.5,116,115.74,1.27183391693,22.3441326021,north_closed,1,False
232,116,116.5,116.24,1.77003301951,18.5264183102,north_closed,1,False
233,116.5,117,116.74,1.9665922999,14.3943888214,north_closed,1,False
234,117,117.5,117.24,1.77003301951,10.2623593325,north_closed,1,False
235,117.5,118,117.74,1.27183391693,6.44464504064,north_closed,1,False
236,118,118.5,118.24,0.684057283839,3.25556114286,north_closed,0.6,True
237,118.5,119,118.74,0.2161899358,1.00942283618,center,1,False
238,119,119.5,119.24,0.00440913582493,0.0205453176257,center,1,False
239,119.5,120,119.74,0,0,center,1,False
240,120,120.5,120.24,0,0,center,1,False
241,120.5,121,120.74,0.233139025524,0.00690297230827,center,1,False
242,121,121.5,121.24,3.4686386142,0.0992405944396,east_open,0.6,True
243,121.5,122,121.74,9.17538258462,0.211194686912,east_open,1,False
244,122,122.5,122.24,15.637229005,0.201998840724,east_open,1,False
245,122.5,123,122.74,21.1380359436,0.0842821657701,east_open,1,False
246,123,123.5,123.24,23.9616614687,0.00273748040598,east_open,1,False
247,123.5,124,123.74,24.0541043141,0,east_open,1,False
248,124,124.5,124.24,23.6934856895,-0.0106751956121,east_open,1,False
249,124.5,125,124.74,20.1971325272,-0.109448403254,east_open,1,False
250,125,125.5,125.24,14.3668263377,-0.216234986399,east_open,1,False
251,125.5,126,125.74,7.91870905272,-0.194875180286,east_open,1,False
252,126,126.5,126.24,2.56892260411,-0.0746552560069,center,0.6,True
253,126.5,127,126.74,0.0336089235916,-0.000995271285953,center,1,False
254,127,127.5,127.24,0,0,center,1,False
255,127.5,128,127.74,0.0448583975588,-0.138620924263,center,1,False
256,128,128.5,128.24,1.24234247459,-4.13875715172,south_closed,0.68,True
257,128.5,129,128.74,1.96469130105,-11.0485134618,south_closed,1,False
258,129,129.5,129.24,0.690555496919,-17.3195726806,south_closed,1,False
259,129.5,130,129.74,0,-19.4977852409,south_closed,1,False
260,130,130.5,130.24,0,-19.4977852409,south_closed,1,False
261,130.5,131,130.74,-0.931351167292,-16.5053710908,south_closed,1,False
262,131,131.5,131.24,-2.0080212522,-9.89367342331,south_closed,1,False
263,131.5,132,131.74,-0.993439935524,-3.21100941233,south_closed,0.52,True
264,132,132.5,132.24,-0.00184348102229,-0.00569623183662,center,1,False
265,132.5,133,132.74,0,0,center,1,False
266,133,133.5,133.24,0,0,center,1,False
267,133.5,134,133.74,0.0331404661369,-0.569737352264,center,1,False
268,134,134.5,134.24,0.260912695764,-4.72204323334,south_closed,0.84,True
269,134.5,135,134.74,0.480070036139,-11.3091241241,south_closed,1,False
270,135,135.5,135.24,0.407532985642,-18.4288120482,south_closed,1,False
271,135.5,136,135.74,0.142462748882,-24.1789390294,south_closed,1,False
272,136,136.5,136.24,0.000243307212123,-26.6573370913,south_closed,1,False
273,136.5,137,136.74,0,-26.6615167884,south_closed,1,False
274,137,137.5,137.24,0,-26.6615167884,south_closed,1,False
275,137.5,138,137.74,0,-26.6615167884,south_closed,1,False
276,138,138.5,138.24,0,-26.6615167884,south_closed,1,False
277,138.5,139,138.74,-0.0115737506076,-26.4626768293,south_closed,1,False
278,139,139.5,139.24,-0.205237886474,-23.0255861073,south_closed,1,False
279,139.5,140,139.74,-0.45393064003,-16.7732867804,south_closed,1,False
280,140,140.5,140.24,-0.447245935823,-9.60794682484,south_closed,1,False
281,140.5,141,140.74,-0.194367229442,-3.43173421697,south_closed,0.6,True
282,141,141.5,141.24,-0.00854603515139,-0.146816933083,center,1,False
283,141.5,142,141.74,0,0,center,1,False
284,142,142.5,142.24,0,0,center,1,False
285,142.5,143,142.74,0.0276521063486,-0.264539126595,center,1,False
286,143,143.5,143.24,0.376130299876,-3.82946296761,south_closed,0.68,True
287,143.5,144,143.74,0.6575838029,-9.75413997846,south_closed,1,False
288,144,144.5,144.24,0.393685478848,-15.7250866593,south_closed,1,False
289,144.5,145,144.74,0.0347822825121,-19.4288195103,south_closed,1,False
290,145,145.5,145.24,0,-19.7616279927,south_closed,1,False
291,145.5,146,145.74,0,-19.7616279927,south_closed,1,False
292,146,146.5,146.24,-0.173717957808,-18.0802622164,south_closed,1,False
293,146.5,147,146.74,-0.578520957423,-12.9995439863,south_closed,1,False
294,147,147.5,147.24,-0.578520957423,-6.76208400632,south_closed,1,False
295,147.5,148,147.74,-0.173717957808,-1.68136577621,center,0.8,True
296,148,148.5,148.24,0,0,center,1,False
297,148.5,149,148.74,0,0,center,1,False
298,149,149.5,149.24,0,0,center,1,False
299,149.5,150,149.74,-0.00325948402522,-0.864403815158,center,1,False
300,150,150.5,150.24,-0.0172020228479,-4.72883457432,south_closed,0.88,True
301,150.5,151,150.74,-0.0330791461332,-10.6410568237,south_closed,1,False
302,151,151.5,151.24,-0.037436878459,-17.4375526711,south_closed,1,False
303,151.5,152,151.74,-0.0260943468439,-23.9548042244,south_closed,1,False
304,152,152.5,152.24,-0.00951239327772,-29.0292935914,south_closed,1,False
305,152.5,153,152.74,-0.000296364094106,-31.4975028799,south_closed,1,False
306,153,153.5,153.24,0,-31.5760015537,south_closed,1,False
307,153.5,154,153.74,0,-31.5760015537,south_closed,1,False
308,154,154.5,154.24,0,-31.5760015537,south_closed,1,False
309,154.5,155,154.74,0,-31.5760015537,south_closed,1,False
310,155,155.5,155.24,0.00116185858738,-31.2682122873,south_closed,1,False
311,155.5,156,155.74,0.0125586568158,-28.1856655517,south_closed,1,False
312,156,156.5,156.24,0.0292509566467,-22.7295423161,south_closed,1,False
313,156.5,157,156.74,0.0379325414109,-16.0633604726,south_closed,1,False
314,157,157.5,157.24,0.030426233152,-9.35063791341,south_closed,1,False
315,157.5,158,157.74,0.013848911199,-3.75489253072,south_closed,0.68,True
316,158,158.5,158.24,0.00165931397803,-0.43964221666,center,1,False
317,158.5,159,158.74,0,0,center,1,False
318,159,159.5,159.24,0,0,center,1,False
319,159.5,160,159.74,-0.194710339787,-0.0473241332371,center,1,False
320,160,160.5,160.24,-2.85168106061,-0.659898440306,center,0.52,True
321,160.5,161,160.74,-7.38363709993,-1.26249425391,west_open,1,False
322,161,161.5,161.24,-12.2016078489,-0.941411884958,west_open,1,False
323,161.5,162,161.74,-15.7166226985,-0.202180394253,west_open,1,False
324,162,162.5,162.24,-16.551777176,0,west_open,1,False
325,162.5,163,162.74,-16.551777176,0,west_open,1,False
326,163,163.5,163.24,-16.551777176,0,west_open,1,False
327,163.5,164,163.74,-15.6209709051,0.225107634821,west_open,1,False
328,164,164.5,164.24,-12.0233295838,0.970254530131,west_open,1,False
329,164.5,165,164.74,-7.18629118756,1.25352456207,west_open,1,False
330,165,165.5,165.24,-2.69882632529,0.627777166319,center,0.56,True
331,165.5,166,165.74,-0.149905605871,0.0364377702686,center,1,False
332,166,166.5,166.24,0,0,center,1,False
333,166.5,167,166.74,0.0259449381708,-0.00747689915114,center,1,False
334,167,167.5,167.24,2.02016750942,-0.575744324542,center,0.76,True
335,167.5,168,167.74,6.37844584109,-1.64156453244,east_open,1,False
336,168,168.5,168.24,11.9531800495,-2.25460879078,east_open,1,False
337,168.5,169,168.74,17.5967702509,-1.76023645256,east_open,1,False
338,169,169.5,169.24,22.1616165617,-0.69211018558,east_open,1,False
339,169.5,170,169.74,24.500119098,-0.0295258197871,east_open,1,False
340,170,170.5,170.24,24.4219966185,0.0520356893945,east_open,1,False
341,170.5,171,170.74,21.8631549045,0.773455149548,east_open,1,False
342,171,171.5,171.24,17.1697774067,1.8345927617,east_open,1,False
343,171.5,172,171.74,11.489464009,2.2447225,east_open,1,False
344,172,172.5,172.24,5.96981459504,1.55855449461,east_open,1,False
345,172.5,173,172.74,1.75842904847,0.502503365957,center,0.84,True
346,173,173.5,173.24,0.00290725303873,0.000837823428203,center,1,False
347,173.5,174,173.74,0,0,center,1,False
348,174,174.5,174.24,0.334258164404,-0.0636867698738,center,1,False
349,174.5,175,174.74,3.59039373144,-0.658495142615,east_open,0.64,True
350,175,175.5,175.24,9.06942842136,-1.33740124402,east_open,1,False
351,175.5,176,175.74,15.2276822877,-1.28239075215,east_open,1,False
352,176,176.5,176.24,20.5214753841,-0.56576382043,east_open,1,False
353,176.5,177,176.74,23.407127764,-0.0316755827775,east_open,1,False
354,177,177.5,177.24,23.5733347547,0,east_open,1,False
355,177.5,178,177.74,23.5733347547,0,east_open,1,False
356,178,178.5,178.24,22.4201605534,0.218924751778,east_open,1,False
357,178.5,179,178.74,18.1859493723,0.940836330722,east_open,1,False
358,179,179.5,179.24,12.284563849,1.42700409283,east_open,1,False
359,179.5,180,179.74,6.25968393004,1.05941836499,east_open,1,False
360,180,180.5,180.24,1.65498956179,0.312881041975,center,0.84,True
361,180.5,181,180.74,0,0,center,1,False
362,181,181.5,181.24,0,0,center,1,False
363,181.5,182,181.74,0,0,center,1,False
364,182,182.5,182.24,-0.029536448655,-0.660253628869,center,1,False
365,182.5,183,182.74,-0.15992638338,-3.6603299175,south_closed,0.68,True
366,183,183.5,183.24,-0.329067927582,-8.3738671807,south_closed,1,False
367,183.5,184,183.74,-0.426880176846,-14.0148741457,south_closed,1,False
368,184,184.5,184.24,-0.378322182248,-19.7973595399,south_closed,1,False
369,184.5,185,184.74,-0.221603371564,-24.9353320903,south_closed,1,False
370,185,185.5,185.24,-0.0665899189504,-28.6428005244,south_closed,1,False
371,185.5,186,185.74,-0.000108288590767,-30.1337735694,south_closed,1,False
372,186,186.5,186.24,0,-30.1361923265,south_closed,1,False
373,186.5,187,186.74,0.00383077543566,-30.0506261726,south_closed,1,False
374,187,187.5,187.24,0.0925131322912,-28.053474748,south_closed,1,False
375,187.5,188,187.74,0.256470615934,-23.9970261888,south_closed,1,False
376,188,188.5,188.24,0.399589834475,-18.6672717678,south_closed,1,False
377,188.5,189,188.74,0.418038224159,-12.8502027577,south_closed,1,False
378,189,189.5,189.24,0.297209100049,-7.33181043118,south_closed,1,False
379,189.5,190,189.74,0.127783533471,-2.89808606108,center,0.52,True
380,190,190.5,190.24,0.0149959532356,-0.335020920093,center,1,False
381,190.5,191,190.74,0,0,center,1,False
382,191,191.5,191.24,0,0,center,1,False
383,191.5,192,191.74,0,0,center,1,False
384,192,192.5,192.24,0.0494799002978,0.658254168016,center,1,False
385,192.5,193,192.74,0.239881005188,3.24636548899,north_closed,0.56,True
386,193,193.5,193.24,0.500240500008,7.2855898007,north_closed,1,False
387,193.5,194,193.74,0.70456224196,12.2262630915,north_closed,1,False
388,194,194.5,194.24,0.733640023667,17.5187213498,north_closed,1,False
389,194.5,195,194.74,0.569205335516,22.6133005639,north_closed,1,False
390,195,195.5,195.24,0.310362427595,26.9603367221,north_closed,1,False
391,195.5,196,195.74,0.0904137180284,30.0101658129,north_closed,1,False
392,196,196.5,196.24,0.000145102484317,31.2131238245,north_closed,1,False
393,196.5,197,196.74,0,31.2150527787,north_closed,1,False
394,197,197.5,197.24,-0.0273102339907,30.851916883,north_closed,1,False
395,197.5,198,197.74,-0.192997840035,28.6199878416,north_closed,1,False
396,198,198.5,198.24,-0.448103825227,24.8270130071,north_closed,1,False
397,198.5,199,198.74,-0.674840644317,20.0226563911,north_closed,1,False
398,199,199.5,199.24,-0.744684813357,14.7565820054,north_closed,1,False
399,199.5,200,199.74,-0.61399726216,9.57845386157,north_closed,1,False
400,200,200.5,200.24,-0.362940147449,5.03793597123,north_closed,1,False
401,200.5,201,200.74,-0.126121944173,1.68469234605,center,0.96,True
402,201,201.5,201.24,-0.00514426147469,0.068386997673,center,1,False
403,201.5,202,201.74,0,0,center,1,False
404,202,202.5,202.24,0,0,center,1,False
405,202.5,203,202.74,-0.690243461025,-0.236477021728,center,1,False
406,203,203.5,203.24,-3.96809182532,-1.08084129333,west_open,0.76,True
407,203.5,204,203.74,-7.99524662879,-0.845050209122,west_open,1,False
408,204,204.5,204.24,-10.5678654033,-0.055010483324,west_open,1,False
409,204.5,205,204.74,-10.7274000903,0,west_open,1,False
410,205,205.5,205.24,-10.7274000903,0,west_open,1,False
411,205.5,206,205.74,-10.6972515254,0.0103994255199,west_open,1,False
412,206,206.5,206.24,-8.56187509655,0.697909485421,west_open,1,False
413,206.5,207,206.74,-4.61934784386,1.14998334087,west_open,0.92,True
